,01.Well Identifier,02.Formation,03.Formation Depth,04.Description,04.Quality1
302,00/06-14-080-09W5/0,6700 WINTERBURN GRP,1100.0,Top of Unit,Good Log
303,00/06-14-080-09W5/0,7100 IRETON FM,1254.7,Top of Unit,Good Log
304,00/06-14-080-09W5/0,7440 BEAVERHILL LAKE GRP,1570.0,Top of Unit,Good Log
305,00/06-14-080-09W5/0,7580 SLAVE POINT FM,1689.0,Top of Unit,Good Log
306,00/06-14-080-09W5/0,7601 FORT VERMILION MBR,1704.5,Top of Unit,Good Log
307,00/06-14-080-09W5/0,7645 WATT MTN FM,1710.5,Top of Unit,Good Log
308,00/06-14-080-09W5/0,7655 GILWOOD MBR,1718.8,Top of Unit,Good Log
309,00/06-14-080-09W5/0,7685 MUSKEG FM,1735.4,Top of Unit,Good Log
310,00/10-27-080-09W5/0,2060 BASE FISH SCALES MARKER,256.9,Top of Unit,Good Log
311,00/10-27-080-09W5/0,2180 VIKING SANDSTONE,307.8,Top of Unit,Good Log
312,00/10-27-080-09W5/0,2480 MANNVILLE GRP,338.9,Top of Unit,Good Log
313,00/10-27-080-09W5/0,6420 PEKISKO FM,541.6,Top of Unit,Good Log
314,00/10-27-080-09W5/0,6440 BANFF FM,560.8,Top of Unit,Good Log
315,00/10-27-080-09W5/0,6480 EXSHAW FM,837.3,Top of Unit,Good Log
316,00/10-27-080-09W5/0,6580 WABAMUN GRP,838.8,Top of Unit,Good Log
317,00/10-27-080-09W5/0,6700 WINTERBURN GRP,1119.2,Top of Unit,Good Log
318,00/10-27-080-09W5/0,6860 CALMAR FM,1156.7,Top of Unit,Good Log
319,00/10-27-080-09W5/0,6960 NISKU FM,1159.8,Top of Unit,Good Log
320,00/10-27-080-09W5/0,7100 IRETON FM,1241.1,Top of Unit,Good Log
321,00/10-27-080-09W5/0,7440 BEAVERHILL LAKE GRP,1537.1,Top of Unit,Good Log
322,00/10-27-080-09W5/0,7580 SLAVE POINT FM,1666.3,Top of Unit,Good Log
323,00/10-27-080-09W5/0,7601 FORT VERMILION MBR,1679.8,Top of Unit,Good Log
324,00/10-27-080-09W5/0,7645 WATT MTN FM,1694.4,Top of Unit,Good Log
325,00/10-27-080-09W5/0,7655 GILWOOD MBR,1698.0,Top of Unit,Good Log
326,00/10-27-080-09W5/0,7685 MUSKEG FM,1698.7,Top of Unit,Good Log
327,00/01-12-060-21W4/0,1400 LEA PARK FM,202.0,Top of Unit,Good Log
328,00/01-12-060-21W4/0,1600 COLORADO GRP,340.0,Top of Unit,Good Log
329,00/01-12-060-21W4/0,1860 SECOND WHITE SPECKS,362.5,Top of Unit,Good Log
330,00/01-12-060-21W4/0,2060 BASE FISH SCALES MARKER,529.0,Top of Unit,Good Log
331,00/01-12-060-21W4/0,2140 VIKING FM,560.0,Top of Unit,Good Log
332,00/01-12-060-21W4/0,2180 VIKING SANDSTONE,580.0,Top of Unit,Good Log
333,00/01-12-060-21W4/0,2360 JOLI FOU FM,600.0,Top of Unit,Good Log
334,00/01-12-060-21W4/0,2480 MANNVILLE GRP,616.0,Top of Unit,Good Log
335,00/01-12-060-21W4/0,2760 SPARKY MBR,678.0,Top of Unit,Good Log
336,00/01-12-060-21W4/0,3000 GLAUCONITIC SS,749.0,Top of Unit,Good Log
337,00/01-12-060-21W4/0,6780 GRAMINIA FM,820.0,Top of Unit,Good Log
338,00/01-12-060-21W4/0,6860 CALMAR FM,825.0,Top of Unit,Good Log
339,00/01-12-060-21W4/0,6960 NISKU FM,843.0,Top of Unit,Good Log
340,00/01-12-060-21W4/0,7100 IRETON FM,898.0,Top of Unit,Good Log
341,00/01-12-060-21W4/0,7280 DUVERNAY FM,1074.0,Top of Unit,Good Log
342,00/01-12-060-21W4/0,7320 COOKING LAKE FM,1146.0,Top of Unit,Good Log
343,00/01-12-060-21W4/0,7440 BEAVERHILL LAKE GRP,1231.0,Top of Unit,Good Log
344,00/01-12-060-21W4/0,7635 ELK POINT GRP,1463.0,Top of Unit,Good Log
345,00/06-06-081-08W5/0,2060 BASE FISH SCALES MARKER,263.0,Top of Unit,Good Log
346,00/06-06-081-08W5/0,2280 PEACE RIVER FM,312.0,Top of Unit,Good Log
347,00/06-06-081-08W5/0,2380 HARMON MBR,339.0,Top of Unit,Good Log
348,00/06-06-081-08W5/0,2640 SPIRIT RIVER FM,346.5,Top of Unit,Good Log
349,00/06-06-081-08W5/0,6440 BANFF FM,553.0,Top of Unit,Good Log
350,00/06-06-081-08W5/0,6580 WABAMUN GRP,806.5,Top of Unit,Good Log
351,00/06-06-081-08W5/0,6780 GRAMINIA FM,1081.0,Top of Unit,Good Log
352,00/06-06-081-08W5/0,6800 BLUERIDGE MBR,1094.0,Top of Unit,Good Log
353,00/06-06-081-08W5/0,6960 NISKU FM,1136.5,Top of Unit,Good Log
354,00/06-06-081-08W5/0,7100 IRETON FM,1206.5,Top of Unit,Good Log
355,00/06-06-081-08W5/0,7440 BEAVERHILL LAKE GRP,1511.5,Top of Unit,Good Log
356,00/06-06-081-08W5/0,7580 SLAVE POINT FM,1644.0,Top of Unit,Good Log
357,00/06-06-081-08W5/0,7601 FORT VERMILION MBR,1655.0,Top of Unit,Good Log
358,00/06-06-081-08W5/0,7645 WATT MTN FM,1670.0,Top of Unit,Good Log
359,00/06-06-081-08W5/0,7655 GILWOOD MBR,1675.0,Top of Unit,Good Log
360,00/06-06-081-08W5/0,7685 MUSKEG FM,1685.0,Top of Unit,Good Log
361,00/06-06-081-08W5/0,7721 KEG RIVER FM,1738.5,Top of Unit,Good Log
362,00/06-06-081-08W5/0,7735 KEG RIVER SS,1744.7,Top of Unit,Good Log
363,00/06-06-081-08W5/0,7990 PRECAMBRIAN SYSTEM,1766.0,Top of Unit,Good Log
364,00/03-15-080-09W5/0,2060 BASE FISH SCALES MARKER,267.0,Top of Unit,Good Log
365,00/03-15-080-09W5/0,2140 VIKING FM,298.5,Top of Unit,Good Log
366,00/03-15-080-09W5/0,2180 VIKING SANDSTONE,314.0,Top of Unit,Good Log
367,00/03-15-080-09W5/0,2360 JOLI FOU FM,337.5,Top of Unit,Good Log
368,00/03-15-080-09W5/0,2480 MANNVILLE GRP,341.4,Top of Unit,Good Log
369,00/03-15-080-09W5/0,6420 PEKISKO FM,566.0,Top of Unit,Good Log
370,00/03-15-080-09W5/0,6440 BANFF FM,588.0,Top of Unit,Good Log
371,00/03-15-080-09W5/0,6480 EXSHAW FM,859.0,Top of Unit,Good Log
372,00/03-15-080-09W5/0,6580 WABAMUN GRP,861.0,Top of Unit,Good Log
373,00/03-15-080-09W5/0,6780 GRAMINIA FM,1135.5,Top of Unit,Good Log
374,00/03-15-080-09W5/0,6800 BLUERIDGE MBR,1139.5,Top of Unit,Good Log
375,00/03-15-080-09W5/0,6860 CALMAR FM,1176.0,Top of Unit,Good Log
376,00/03-15-080-09W5/0,6960 NISKU FM,1178.0,Top of Unit,Good Log
377,00/03-15-080-09W5/0,7100 IRETON FM,1255.5,Top of Unit,Good Log
378,00/03-15-080-09W5/0,7320 COOKING LAKE FM,1559.5,Top of Unit,Good Log
379,00/03-15-080-09W5/0,7440 BEAVERHILL LAKE GRP,1562.5,Top of Unit,Good Log
380,00/03-15-080-09W5/0,7580 SLAVE POINT FM,1687.0,Top of Unit,Good Log
381,00/03-15-080-09W5/0,7601 FORT VERMILION MBR,1701.5,Top of Unit,Good Log
382,00/03-15-080-09W5/0,7645 WATT MTN FM,1714.0,Top of Unit,Good Log
383,00/03-15-080-09W5/0,7655 GILWOOD MBR,1716.7,Top of Unit,Good Log
384,00/03-15-080-09W5/0,7685 MUSKEG FM,1723.2,Top of Unit,Good Log
385,00/03-15-080-09W5/0,7735 KEG RIVER SS,1767.5,Top of Unit,Good Log
386,00/03-15-080-09W5/0,7975 GRANITE WASH,1786.1,Top of Unit,Good Log
387,00/03-15-080-09W5/0,7990 PRECAMBRIAN SYSTEM,1800.5,Top of Unit,Good Log
388,00/10-30-080-09W5/0,2060 BASE FISH SCALES MARKER,264.5,Top of Unit,Good Log
389,00/10-30-080-09W5/0,2180 VIKING SANDSTONE,308.0,Top of Unit,Good Log
390,00/10-30-080-09W5/0,2480 MANNVILLE GRP,311.5,Top of Unit,Good Log
391,00/10-30-080-09W5/0,6420 PEKISKO FM,582.5,Top of Unit,Good Log
392,00/10-30-080-09W5/0,6440 BANFF FM,595.6,Top of Unit,Good Log
393,00/10-30-080-09W5/0,6480 EXSHAW FM,873.0,Top of Unit,Good Log
394,00/10-30-080-09W5/0,6580 WABAMUN GRP,874.2,Top of Unit,Good Log
395,00/10-30-080-09W5/0,6700 WINTERBURN GRP,1114.0,Top of Unit,Good Log
396,00/10-30-080-09W5/0,7100 IRETON FM,1258.5,Top of Unit,Good Log
397,00/10-30-080-09W5/0,7440 BEAVERHILL LAKE GRP,1550.5,Top of Unit,Good Log
398,00/10-30-080-09W5/0,7580 SLAVE POINT FM,1664.0,Top of Unit,Good Log
399,00/10-30-080-09W5/0,7601 FORT VERMILION MBR,1680.5,Top of Unit,Good Log
400,00/10-30-080-09W5/0,7645 WATT MTN FM,1692.0,Top of Unit,Good Log
401,00/10-30-080-09W5/0,7655 GILWOOD MBR,1696.0,Top of Unit,Good Log
402,00/10-30-080-09W5/0,7685 MUSKEG FM,1700.5,Top of Unit,Good Log
403,00/09-25-081-09W5/0,2060 BASE FISH SCALES MARKER,256.0,Top of Unit,Good Log
404,00/09-25-081-09W5/0,2140 VIKING FM,300.0,Top of Unit,Good Log
405,00/09-25-081-09W5/0,2360 JOLI FOU FM,304.0,Top of Unit,Good Log
406,00/09-25-081-09W5/0,2480 MANNVILLE GRP,307.0,Top of Unit,Good Log
407,00/09-25-081-09W5/0,6440 BANFF FM,532.5,Top of Unit,Good Log
408,00/09-25-081-09W5/0,6480 EXSHAW FM,790.0,Top of Unit,Good Log
409,00/09-25-081-09W5/0,6580 WABAMUN GRP,790.5,Top of Unit,Good Log
410,00/09-25-081-09W5/0,6700 WINTERBURN GRP,1061.5,Top of Unit,Good Log
411,00/09-25-081-09W5/0,7100 IRETON FM,1170.0,Top of Unit,Good Log
412,00/09-25-081-09W5/0,7440 BEAVERHILL LAKE GRP,1491.0,Top of Unit,Good Log
413,00/09-25-081-09W5/0,7580 SLAVE POINT FM,1623.0,Top of Unit,Good Log
414,00/09-25-081-09W5/0,7601 FORT VERMILION MBR,1635.0,Top of Unit,Good Log
415,00/09-25-081-09W5/0,7645 WATT MTN FM,1649.5,Top of Unit,Good Log
416,00/09-25-081-09W5/0,7685 MUSKEG FM,1657.0,Top of Unit,Good Log
417,00/09-25-081-09W5/0,7721 KEG RIVER FM,1715.0,Top of Unit,Good Log
418,00/09-25-081-09W5/0,7735 KEG RIVER SS,1722.0,Top of Unit,Good Log
419,00/09-25-081-09W5/0,7990 PRECAMBRIAN SYSTEM,1738.0,Top of Unit,Good Log
420,00/07-30-080-09W5/0,2280 PEACE RIVER FM,339.0,Top of Unit,Questionable Log
421,00/07-30-080-09W5/0,2380 HARMON MBR,359.0,Top of Unit,Questionable Log
422,00/07-30-080-09W5/0,2640 SPIRIT RIVER FM,360.0,Top of Unit,Questionable Log
423,00/07-30-080-09W5/0,3040 BLUESKY FM,557.0,Top of Unit,Questionable Log
424,00/07-30-080-09W5/0,6420 PEKISKO FM,575.5,Top of Unit,Good Log
425,00/07-30-080-09W5/0,6440 BANFF FM,603.5,Top of Unit,Good Log
426,00/07-30-080-09W5/0,6480 EXSHAW FM,878.0,Top of Unit,Good Log
427,00/07-30-080-09W5/0,6580 WABAMUN GRP,881.0,Top of Unit,Good Log
428,00/07-30-080-09W5/0,6700 WINTERBURN GRP,1148.0,Top of Unit,Good Log
429,00/07-30-080-09W5/0,7100 IRETON FM,1285.0,Top of Unit,Questionable Log
430,00/07-30-080-09W5/0,7320 COOKING LAKE FM,1566.5,Top of Unit,Good Log
431,00/07-30-080-09W5/0,7440 BEAVERHILL LAKE GRP,1569.0,Top of Unit,Good Log
432,00/07-30-080-09W5/0,7580 SLAVE POINT FM,1685.5,Top of Unit,Good Log
433,00/07-30-080-09W5/0,7601 FORT VERMILION MBR,1702.7,Top of Unit,Good Log
434,00/07-30-080-09W5/0,7645 WATT MTN FM,1716.3,Top of Unit,Good Log
435,00/07-30-080-09W5/0,7655 GILWOOD MBR,1717.1,Top of Unit,Good Log
436,00/07-30-080-09W5/0,7685 MUSKEG FM,1724.1,Top of Unit,Good Log
437,00/07-30-080-09W5/0,7721 KEG RIVER FM,1749.8,Top of Unit,Good Log
438,00/07-30-080-09W5/0,7735 KEG RIVER SS,1753.6,Top of Unit,Good Log
439,00/07-30-080-09W5/0,7990 PRECAMBRIAN SYSTEM,1761.7,Top of Unit,Good Log
440,00/14-03-070-21W5/0,1860 SECOND WHITE SPECKS,579.0,Top of Unit,Good Log
441,00/14-03-070-21W5/0,1920 DUNVEGAN FM,693.0,Top of Unit,Good Log
442,00/14-03-070-21W5/0,1960 SHAFTESBURY FM,769.0,Top of Unit,Good Log
443,00/14-03-070-21W5/0,2060 BASE FISH SCALES MARKER,893.0,Top of Unit,Good Log
444,00/14-03-070-21W5/0,2280 PEACE RIVER FM,965.0,Top of Unit,Good Log
445,00/14-03-070-21W5/0,2380 HARMON MBR,980.0,Top of Unit,Good Log
446,00/14-03-070-21W5/0,2640 SPIRIT RIVER FM,1011.3,Top of Unit,Good Log
447,00/14-03-070-21W5/0,3040 BLUESKY FM,1308.0,Top of Unit,Good Log
448,00/14-03-070-21W5/0,3260 GETHING FM,1324.0,Top of Unit,Good Log
449,00/14-03-070-21W5/0,4140 FERNIE GRP,1372.0,Top of Unit,Good Log
450,00/14-03-070-21W5/0,4440 NORDEGG MBR,1389.4,Top of Unit,Good Log
451,00/14-03-070-21W5/0,5240 MONTNEY FM,1414.0,Top of Unit,Good Log
452,00/14-03-070-21W5/0,5560 BELLOY FM,1489.0,Top of Unit,Good Log
453,00/14-03-070-21W5/0,6120 DEBOLT FM,1562.0,Top of Unit,Good Log
454,00/14-03-070-21W5/0,6400 SHUNDA FM,1659.0,Top of Unit,Good Log
455,00/14-03-070-21W5/0,6420 PEKISKO FM,1750.0,Top of Unit,Good Log
456,00/14-03-070-21W5/0,6440 BANFF FM,1808.0,Top of Unit,Good Log
457,00/14-03-070-21W5/0,6480 EXSHAW FM,2024.0,Top of Unit,Good Log
458,00/14-03-070-21W5/0,6580 WABAMUN GRP,2028.0,Top of Unit,Good Log
459,00/14-03-070-21W5/0,6700 WINTERBURN GRP,2268.0,Top of Unit,Good Log
460,00/14-03-070-21W5/0,7100 IRETON FM,2366.0,Top of Unit,Good Log
461,00/14-03-070-21W5/0,7280 DUVERNAY FM,2655.0,Top of Unit,Good Log
462,00/14-03-070-21W5/0,7440 BEAVERHILL LAKE GRP,2675.0,Top of Unit,Good Log
463,00/14-03-070-21W5/0,7580 SLAVE POINT FM,2772.5,Top of Unit,Good Log
464,00/14-03-070-21W5/0,7975 GRANITE WASH,2794.0,Top of Unit,Good Log
465,00/06-16-080-09W5/0,6420 PEKISKO FM,574.0,Top of Unit,Good Log
466,00/06-16-080-09W5/0,6440 BANFF FM,597.0,Top of Unit,Good Log
467,00/06-16-080-09W5/0,6480 EXSHAW FM,867.8,Top of Unit,Good Log
468,00/06-16-080-09W5/0,6580 WABAMUN GRP,870.0,Top of Unit,Good Log
469,00/06-16-080-09W5/0,6780 GRAMINIA FM,1141.5,Top of Unit,Good Log
470,00/06-16-080-09W5/0,6800 BLUERIDGE MBR,1159.0,Top of Unit,Good Log
471,00/06-16-080-09W5/0,6860 CALMAR FM,1187.0,Top of Unit,Good Log
472,00/06-16-080-09W5/0,6960 NISKU FM,1188.2,Top of Unit,Good Log
473,00/06-16-080-09W5/0,7100 IRETON FM,1259.0,Top of Unit,Good Log
474,00/06-16-080-09W5/0,7440 BEAVERHILL LAKE GRP,1573.0,Top of Unit,Good Log
475,00/06-16-080-09W5/0,7580 SLAVE POINT FM,1697.0,Top of Unit,Good Log
476,00/06-16-080-09W5/0,7601 FORT VERMILION MBR,1712.2,Top of Unit,Good Log
477,00/06-16-080-09W5/0,7645 WATT MTN FM,1724.6,Top of Unit,Good Log
478,00/06-16-080-09W5/0,7655 GILWOOD MBR,1728.5,Top of Unit,Good Log
479,00/06-16-080-09W5/0,7685 MUSKEG FM,1732.7,Top of Unit,Good Log
480,00/06-16-080-09W5/0,7735 KEG RIVER SS,1777.0,Top of Unit,Good Log
481,00/06-16-080-09W5/0,7990 PRECAMBRIAN SYSTEM,1807.7,Top of Unit,Good Log
482,00/02-20-081-08W5/0,2280 PEACE RIVER FM,321.0,Top of Unit,Good Log
483,00/02-20-081-08W5/0,2380 HARMON MBR,340.0,Top of Unit,Good Log
484,00/02-20-081-08W5/0,2640 SPIRIT RIVER FM,351.0,Top of Unit,Good Log
485,00/02-20-081-08W5/0,6440 BANFF FM,549.3,Top of Unit,Good Log
486,00/02-20-081-08W5/0,6480 EXSHAW FM,781.0,Top of Unit,Good Log
487,00/02-20-081-08W5/0,6580 WABAMUN GRP,783.0,Top of Unit,Good Log
488,00/02-20-081-08W5/0,6780 GRAMINIA FM,1063.0,Top of Unit,Good Log
489,00/02-20-081-08W5/0,6800 BLUERIDGE MBR,1065.0,Top of Unit,Good Log
490,00/02-20-081-08W5/0,6860 CALMAR FM,1096.7,Top of Unit,Good Log
491,00/02-20-081-08W5/0,6960 NISKU FM,1113.0,Top of Unit,Good Log
492,00/02-20-081-08W5/0,7100 IRETON FM,1173.0,Top of Unit,Good Log
493,00/02-20-081-08W5/0,7440 BEAVERHILL LAKE GRP,1493.3,Top of Unit,Good Log
494,00/02-20-081-08W5/0,7580 SLAVE POINT FM,1630.5,Top of Unit,Good Log
495,00/02-20-081-08W5/0,7601 FORT VERMILION MBR,1642.0,Top of Unit,Good Log
496,00/02-20-081-08W5/0,7645 WATT MTN FM,1656.0,Top of Unit,Good Log
497,00/02-20-081-08W5/0,7655 GILWOOD MBR,1661.0,Top of Unit,Good Log
498,00/02-20-081-08W5/0,7685 MUSKEG FM,1676.3,Top of Unit,Good Log
499,00/02-20-081-08W5/0,7721 KEG RIVER FM,1736.0,Top of Unit,Good Log
500,00/02-20-081-08W5/0,7735 KEG RIVER SS,1744.7,Top of Unit,Good Log
501,00/02-20-081-08W5/0,7990 PRECAMBRIAN SYSTEM,1772.0,Top of Unit,Good Log
502,00/06-30-080-09W5/0,2280 PEACE RIVER FM,334.0,Top of Unit,Good Log
503,00/06-30-080-09W5/0,2380 HARMON MBR,359.0,Top of Unit,Good Log
504,00/06-30-080-09W5/0,2640 SPIRIT RIVER FM,361.5,Top of Unit,Good Log
505,00/06-30-080-09W5/0,6420 PEKISKO FM,586.0,Top of Unit,Good Log
506,00/06-30-080-09W5/0,6440 BANFF FM,607.0,Top of Unit,Good Log
507,00/06-30-080-09W5/0,6480 EXSHAW FM,881.5,Top of Unit,Good Log
508,00/06-30-080-09W5/0,6580 WABAMUN GRP,884.0,Top of Unit,Good Log
509,00/06-30-080-09W5/0,6700 WINTERBURN GRP,1125.0,Top of Unit,Good Log
510,00/06-30-080-09W5/0,7100 IRETON FM,1267.0,Top of Unit,Good Log
511,00/06-30-080-09W5/0,7440 BEAVERHILL LAKE GRP,1571.0,Top of Unit,Good Log
512,00/06-30-080-09W5/0,7580 SLAVE POINT FM,1686.5,Top of Unit,Good Log
513,00/06-30-080-09W5/0,7601 FORT VERMILION MBR,1704.5,Top of Unit,Good Log
514,00/06-30-080-09W5/0,7645 WATT MTN FM,1718.5,Top of Unit,Good Log
515,00/06-30-080-09W5/0,7655 GILWOOD MBR,1719.5,Top of Unit,Good Log
516,00/06-30-080-09W5/0,7685 MUSKEG FM,1725.0,Top of Unit,Good Log
517,00/06-30-080-09W5/0,7735 KEG RIVER SS,1746.5,Top of Unit,Good Log
518,00/06-30-080-09W5/0,7990 PRECAMBRIAN SYSTEM,1756.0,Top of Unit,Good Log
519,00/03-30-080-09W5/0,2060 BASE FISH SCALES MARKER,265.2,Top of Unit,Good Log
520,00/03-30-080-09W5/0,2140 VIKING FM,290.2,Top of Unit,Good Log
521,00/03-30-080-09W5/0,2480 MANNVILLE GRP,314.9,Top of Unit,Good Log
522,00/03-30-080-09W5/0,6420 PEKISKO FM,581.3,Top of Unit,Good Log
523,00/03-30-080-09W5/0,6440 BANFF FM,610.2,Top of Unit,Good Log
524,00/03-30-080-09W5/0,6480 EXSHAW FM,885.1,Top of Unit,Good Log
525,00/03-30-080-09W5/0,6580 WABAMUN GRP,887.0,Top of Unit,Good Log
526,00/03-30-080-09W5/0,6700 WINTERBURN GRP,1155.5,Top of Unit,Good Log
527,00/03-30-080-09W5/0,6860 CALMAR FM,1193.3,Top of Unit,Good Log
528,00/03-30-080-09W5/0,6960 NISKU FM,1197.6,Top of Unit,Good Log
529,00/03-30-080-09W5/0,7100 IRETON FM,1247.9,Top of Unit,Good Log
530,00/03-30-080-09W5/0,7440 BEAVERHILL LAKE GRP,1574.9,Top of Unit,Good Log
531,00/03-30-080-09W5/0,7580 SLAVE POINT FM,1694.7,Top of Unit,Good Log
532,00/03-30-080-09W5/0,7601 FORT VERMILION MBR,1712.4,Top of Unit,Good Log
533,00/03-30-080-09W5/0,7645 WATT MTN FM,1724.9,Top of Unit,Good Log
534,00/03-30-080-09W5/0,7655 GILWOOD MBR,1726.1,Top of Unit,Good Log
535,00/02-20-079-07W5/0,2060 BASE FISH SCALES MARKER,288.0,Top of Unit,Good Log
536,00/02-20-079-07W5/0,2280 PEACE RIVER FM,334.5,Top of Unit,Good Log
537,00/02-20-079-07W5/0,2640 SPIRIT RIVER FM,391.0,Top of Unit,Good Log
538,00/02-20-079-07W5/0,6440 BANFF FM,563.5,Top of Unit,Good Log
539,00/02-20-079-07W5/0,6480 EXSHAW FM,775.0,Top of Unit,Good Log
540,00/02-20-079-07W5/0,6580 WABAMUN GRP,782.0,Top of Unit,Good Log
541,00/02-20-079-07W5/0,6700 WINTERBURN GRP,1052.0,Top of Unit,Good Log
542,00/02-20-079-07W5/0,7040 WOODBEND GRP,1189.0,Top of Unit,Good Log
543,00/02-20-079-07W5/0,7440 BEAVERHILL LAKE GRP,1505.0,Top of Unit,Good Log
544,00/02-20-079-07W5/0,7580 SLAVE POINT FM,1658.5,Top of Unit,Good Log
545,00/02-20-079-07W5/0,7601 FORT VERMILION MBR,1671.0,Top of Unit,Good Log
546,00/02-20-079-07W5/0,7645 WATT MTN FM,1685.0,Top of Unit,Good Log
547,00/02-20-079-07W5/0,7655 GILWOOD MBR,1688.0,Top of Unit,Good Log
548,00/02-20-079-07W5/0,7685 MUSKEG FM,1699.0,Top of Unit,Good Log
549,00/02-34-078-08W5/0,2060 BASE FISH SCALES MARKER,294.0,Top of Unit,Good Log
550,00/02-34-078-08W5/0,2140 VIKING FM,324.7,Top of Unit,Good Log
551,00/02-34-078-08W5/0,2360 JOLI FOU FM,352.0,Top of Unit,Good Log
552,00/02-34-078-08W5/0,2480 MANNVILLE GRP,358.5,Top of Unit,Good Log
553,00/02-34-078-08W5/0,6440 BANFF FM,581.0,Top of Unit,Good Log
554,00/02-34-078-08W5/0,6480 EXSHAW FM,813.5,Top of Unit,Good Log
555,00/02-34-078-08W5/0,6580 WABAMUN GRP,820.0,Top of Unit,Good Log
556,00/02-34-078-08W5/0,6700 WINTERBURN GRP,1095.0,Top of Unit,Good Log
557,00/02-34-078-08W5/0,6860 CALMAR FM,1136.5,Top of Unit,Good Log
558,00/02-34-078-08W5/0,6960 NISKU FM,1138.5,Top of Unit,Good Log
559,00/02-34-078-08W5/0,7040 WOODBEND GRP,1225.5,Top of Unit,Good Log
560,00/02-34-078-08W5/0,7280 DUVERNAY FM,1355.0,Top of Unit,Good Log
561,00/02-34-078-08W5/0,7440 BEAVERHILL LAKE GRP,1546.7,Top of Unit,Good Log
562,00/02-34-078-08W5/0,7580 SLAVE POINT FM,1694.5,Top of Unit,Good Log
563,00/02-34-078-08W5/0,7601 FORT VERMILION MBR,1707.5,Top of Unit,Good Log
564,00/02-34-078-08W5/0,7645 WATT MTN FM,1722.0,Top of Unit,Good Log
565,00/02-34-078-08W5/0,7655 GILWOOD MBR,1725.0,Top of Unit,Good Log
566,00/02-34-078-08W5/0,7685 MUSKEG FM,1742.5,Top of Unit,Good Log
567,00/04-21-081-08W5/0,2060 BASE FISH SCALES MARKER,268.2,Top of Unit,Good Log
568,00/04-21-081-08W5/0,2280 PEACE RIVER FM,316.1,Top of Unit,Good Log
569,00/04-21-081-08W5/0,2640 SPIRIT RIVER FM,355.7,Top of Unit,Good Log
570,00/04-21-081-08W5/0,6440 BANFF FM,553.5,Top of Unit,Good Log
571,00/04-21-081-08W5/0,6580 WABAMUN GRP,783.3,Top of Unit,Good Log
572,00/04-21-081-08W5/0,6700 WINTERBURN GRP,1061.6,Top of Unit,Good Log
573,00/04-21-081-08W5/0,6860 CALMAR FM,1096.7,Top of Unit,Good Log
574,00/04-21-081-08W5/0,6960 NISKU FM,1098.5,Top of Unit,Good Log
575,00/04-21-081-08W5/0,7100 IRETON FM,1177.1,Top of Unit,Good Log
576,00/04-21-081-08W5/0,7440 BEAVERHILL LAKE GRP,1491.4,Top of Unit,Good Log
577,00/04-21-081-08W5/0,7580 SLAVE POINT FM,1628.5,Top of Unit,Good Log
578,00/04-21-081-08W5/0,7601 FORT VERMILION MBR,1639.2,Top of Unit,Good Log
579,00/04-21-081-08W5/0,7645 WATT MTN FM,1657.5,Top of Unit,Good Log
580,00/04-21-081-08W5/0,7655 GILWOOD MBR,1658.1,Top of Unit,Good Log
581,00/04-21-081-08W5/0,7685 MUSKEG FM,1673.4,Top of Unit,Good Log
582,00/04-21-081-08W5/0,7721 KEG RIVER FM,1730.7,Top of Unit,Good Log
583,00/04-21-081-08W5/0,7735 KEG RIVER SS,1741.0,Top of Unit,Good Log
584,00/04-21-081-08W5/0,7975 GRANITE WASH,1759.3,Top of Unit,Good Log
585,00/04-21-081-08W5/0,7990 PRECAMBRIAN SYSTEM,1762.7,Top of Unit,Good Log
586,00/02-08-079-07W5/0,2060 BASE FISH SCALES MARKER,293.0,Top of Unit,Good Log
587,00/02-08-079-07W5/0,6440 BANFF FM,571.0,Top of Unit,Good Log
588,00/02-08-079-07W5/0,6480 EXSHAW FM,790.0,Top of Unit,Good Log
589,00/02-08-079-07W5/0,6580 WABAMUN GRP,795.0,Top of Unit,Good Log
590,00/02-08-079-07W5/0,6700 WINTERBURN GRP,1061.5,Top of Unit,Good Log
591,00/02-08-079-07W5/0,7100 IRETON FM,1203.0,Top of Unit,Good Log
592,00/02-08-079-07W5/0,7440 BEAVERHILL LAKE GRP,1522.0,Top of Unit,Good Log
593,00/02-08-079-07W5/0,7580 SLAVE POINT FM,1673.0,Top of Unit,Good Log
594,00/02-08-079-07W5/0,7601 FORT VERMILION MBR,1685.5,Top of Unit,Good Log
595,00/02-08-079-07W5/0,7645 WATT MTN FM,1698.0,Top of Unit,Good Log
596,00/02-08-079-07W5/0,7655 GILWOOD MBR,1702.5,Top of Unit,Good Log
597,00/02-08-079-07W5/0,7685 MUSKEG FM,1715.5,Top of Unit,Good Log
598,00/02-22-081-08W5/0,2060 BASE FISH SCALES MARKER,278.6,Top of Unit,Good Log
599,00/02-22-081-08W5/0,2280 PEACE RIVER FM,320.0,Top of Unit,Good Log
600,00/02-22-081-08W5/0,2640 SPIRIT RIVER FM,358.1,Top of Unit,Good Log
601,00/02-22-081-08W5/0,6440 BANFF FM,551.7,Top of Unit,Good Log
602,00/02-22-081-08W5/0,6480 EXSHAW FM,774.2,Top of Unit,Good Log
603,00/02-22-081-08W5/0,6580 WABAMUN GRP,775.4,Top of Unit,Good Log
604,00/02-22-081-08W5/0,6700 WINTERBURN GRP,1048.5,Top of Unit,Good Log
