,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Res Fluid C1c,Res Fluid C2c,Res Fluid C3c,Res Fluid C6c,Res Fluid C7+c,Res Fluid CO2c,Res Fluid H2c,Res Fluid H2Sc,Res Fluid HEc,Res Fluid IC4c,Res Fluid IC5c,Res Fluid N2c,Res Fluid NC4c,Res Fluid NC5c
590,00/07-11-064-25W5/0,2/15/1975 00:00:00,2307.34,2292.1,78.94,9.26,3.04,0.14,0.0,1.13,0.0,0.0,0.0,0.14,0.21,5.94,0.85,0.35
591,00/07-11-064-25W5/0,3/20/1975 00:00:00,2141.52,2132.69,90.04,6.71,1.45,0.09,0.13,0.0,0.0,0.0,0.01,0.14,0.3,0.73,0.22,0.18
592,00/07-07-061-16W5/0,3/21/1978 00:00:00,1882.4,1864.2,84.38,7.07,2.75,0.17,0.25,3.59,,,0.01,0.38,0.19,0.35,0.66,0.2
593,00/07-07-061-16W5/0,1/3/1978 00:00:00,1880.62,1854.71,87.23,7.31,2.62,0.06,0.05,1.38,0.0,0.0,0.0,0.34,0.15,0.09,0.62,0.15
594,00/07-07-061-16W5/0,1/3/1978 00:00:00,1880.62,1854.71,86.28,7.23,2.76,0.18,0.43,1.4,0.0,0.0,0.01,0.38,0.19,0.28,0.67,0.19
595,00/07-07-061-16W5/0,3/21/1978 00:00:00,1882.44,1864.16,84.38,7.07,2.75,0.17,0.25,3.59,0.0,0.0,0.01,0.38,0.19,0.35,0.66,0.2
596,00/07-07-061-16W5/0,9/10/1982 00:00:00,1882.5,1864.2,86.06,7.31,2.8,0.1,0.09,1.46,0.0,0.0,0.01,0.38,0.16,0.81,0.65,0.17
597,00/07-07-061-16W5/0,3/29/1989 00:00:00,1882.5,1864.2,84.66,7.45,3.35,0.21,0.36,1.47,0.0,0.0,0.02,0.5,0.24,0.65,0.86,0.23
598,00/07-07-061-16W5/0,3/10/2014 00:00:00,1674.0,1670.0,87.59,6.79,2.53,0.12,0.12,1.13,0.01,0.0,0.02,0.43,0.19,0.39,0.54,0.14
599,00/07-07-061-16W5/0,2/1/2015 00:00:00,1674.0,1670.0,88.35,5.84,2.71,0.14,0.13,0.4,0.01,0.0,0.03,0.65,0.22,0.89,0.51,0.12
600,00/07-07-061-16W5/0,8/22/2008 00:00:00,1674.0,1670.0,88.2,5.98,2.73,0.17,0.25,0.37,0.01,0.0,0.08,0.59,0.23,0.73,0.53,0.13
601,00/07-07-061-16W5/0,1/4/2018 00:00:00,1882.4,1864.2,88.19,5.8,2.71,0.17,0.2,0.43,0.02,0.0,0.03,0.65,0.24,0.87,0.55,0.14
602,00/07-07-061-16W5/0,8/3/2012 00:00:00,1674.0,1670.0,87.46,6.48,2.99,0.12,0.08,0.41,0.03,0.0,0.03,0.67,0.23,0.78,0.59,0.13
603,00/07-14-062-20W5/0,8/9/1965 00:00:00,3214.4,3205.9,64.84,8.28,2.96,0.2,0.19,3.66,,16.59,,0.56,0.27,1.29,0.89,0.27
604,00/07-14-062-20W5/0,8/9/1965 00:00:00,3214.4,3205.9,63.95,8.44,3.11,0.28,0.69,3.67,,16.09,,0.65,0.35,1.32,1.06,0.39
605,00/07-14-062-20W5/0,3/13/1965 00:00:00,3304.0,2782.8,74.17,10.78,3.4,0.31,0.04,5.96,,0.61,0.08,0.87,0.52,1.81,1.18,0.27
606,00/11-26-062-14W5/0,1/17/1977 00:00:00,1749.6,1734.3,85.37,4.91,1.27,0.13,0.07,0.74,0.6,4.58,0.03,0.22,0.14,1.3,0.47,0.17
607,00/10-29-064-23W5/0,4/1/1980 00:00:00,1526.4,1522.8,82.19,11.2,3.03,0.16,0.29,0.61,,,0.02,0.43,0.28,0.68,0.85,0.26
608,00/10-29-064-23W5/0,12/14/1976 00:00:00,1526.38,1522.78,84.77,8.32,3.27,0.21,0.16,0.43,0.0,0.0,0.0,0.44,0.27,1.03,0.86,0.24
609,00/10-29-064-23W5/0,2/27/1981 00:00:00,1525.2,1522.8,86.94,7.6,3.17,0.08,0.02,0.0,0.0,0.0,0.03,0.41,0.22,0.59,0.76,0.18
610,00/10-29-064-23W5/0,2/27/1981 00:00:00,1526.4,1522.8,86.94,7.6,3.17,0.08,0.02,0.0,0.0,0.0,0.03,0.41,0.22,0.59,0.76,0.18
611,00/10-29-064-23W5/0,12/2/2015 00:00:00,1526.4,1522.8,81.91,9.07,4.52,0.22,0.31,0.65,0.01,0.0,0.03,0.63,0.4,0.65,1.26,0.34
612,00/10-29-064-23W5/0,4/6/2012 00:00:00,1526.4,1522.8,84.18,8.15,3.93,0.15,0.51,0.45,0.01,0.0,0.03,0.5,0.26,0.72,0.9,0.22
613,00/10-29-064-23W5/0,1/25/2007 00:00:00,1526.4,1522.8,80.16,10.16,4.51,0.28,0.33,0.94,0.01,0.0,0.12,0.61,0.35,0.92,1.29,0.33
614,00/10-29-064-23W5/0,5/8/2009 00:00:00,1526.4,1522.8,77.22,11.86,4.84,0.21,0.36,1.44,0.01,0.0,0.2,0.64,0.31,1.34,1.28,0.3
615,00/10-29-064-23W5/0,3/1/2008 00:00:00,1526.4,1522.8,73.82,13.7,5.62,0.16,0.16,1.86,0.01,0.0,0.28,0.67,0.3,1.65,1.47,0.31
616,00/04-16-062-19W5/0,4/18/1959 00:00:00,1706.88,1676.4,87.72,4.81,3.2,0.0,0.0,0.12,0.0,0.0,0.0,0.46,0.87,1.95,0.87,0.0
617,00/06-06-062-19W5/0,11/26/1968 00:00:00,3227.8,3200.4,32.11,12.18,8.35,0.81,0.49,3.29,,32.75,,2.6,1.35,0.34,4.51,1.22
618,00/06-06-062-19W5/0,4/9/1967 00:00:00,3208.9,3202.8,37.73,8.93,8.32,0.8,0.39,0.97,,32.17,,2.5,1.42,0.91,4.52,1.34
619,00/06-06-062-19W5/0,11/26/1968 00:00:00,3227.8,3200.4,67.05,7.75,2.78,0.24,0.1,3.48,,15.16,,0.6,0.28,1.32,0.98,0.26
620,00/06-06-062-19W5/0,11/26/1968 00:00:00,3227.8,3200.4,59.04,7.65,3.24,1.32,4.44,3.22,,15.89,0.12,0.9,0.7,1.14,1.62,0.72
621,00/06-06-062-19W5/0,3/18/1967 00:00:00,3225.4,3207.4,57.63,8.8,3.92,0.32,0.09,2.88,,19.11,0.15,1.12,0.75,2.43,2.07,0.73
622,00/06-06-062-19W5/0,4/9/1967 00:00:00,3208.9,3202.8,65.27,8.69,2.99,0.17,0.17,2.98,,15.93,0.17,0.66,0.3,1.34,1.06,0.27
623,00/02-18-062-18W5/0,7/11/1968 00:00:00,1941.88,1938.83,89.01,6.51,1.49,0.09,0.06,1.88,0.0,0.0,0.0,0.25,0.11,0.24,0.28,0.08
624,00/02-18-062-18W5/0,8/29/2010 00:00:00,1944.0,1922.4,88.64,5.64,1.62,0.11,0.23,2.17,0.0,0.0,0.01,0.28,0.12,0.76,0.33,0.09
625,00/02-18-062-18W5/0,11/6/2006 00:00:00,1944.0,1922.4,88.21,6.3,1.71,0.12,0.22,2.32,0.0,0.0,0.02,0.29,0.14,0.16,0.39,0.12
626,00/02-18-062-18W5/0,10/31/2009 00:00:00,1944.0,1922.4,89.28,5.61,1.58,0.09,0.1,2.24,0.01,0.0,0.01,0.26,0.11,0.32,0.31,0.08
627,00/02-18-062-18W5/0,10/28/2002 00:00:00,1944.0,1922.4,88.42,6.08,1.67,0.12,0.27,2.16,0.01,,0.01,0.28,0.13,0.39,0.36,0.1
628,00/02-18-062-18W5/0,8/25/2005 00:00:00,1944.0,1922.4,88.88,5.65,1.66,0.12,0.23,2.16,0.01,0.0,0.02,0.27,0.13,0.39,0.37,0.11
629,00/02-18-062-18W5/0,5/13/2008 00:00:00,1944.0,1922.4,88.05,6.17,1.67,0.11,0.23,2.64,0.01,0.0,0.03,0.28,0.13,0.24,0.34,0.1
630,00/10-19-053-14W5/0,5/6/2004 00:00:00,2256.0,2250.0,79.82,9.91,5.12,0.28,0.34,1.14,,,0.01,0.67,0.38,0.48,1.46,0.39
631,02/10-21-062-18W5/0,4/30/1976 00:00:00,1900.73,1884.88,71.66,6.29,1.54,0.05,0.06,0.2,0.0,0.0,0.0,0.29,0.1,19.36,0.38,0.07
632,00/10-17-064-24W5/0,8/11/1977 00:00:00,1805.94,1786.13,89.54,6.6,1.79,0.09,0.11,0.01,0.0,0.0,0.01,0.34,0.15,0.91,0.35,0.1
633,00/10-17-064-24W5/0,8/11/1977 00:00:00,1805.94,1786.13,86.88,6.47,2.15,0.23,0.18,0.34,0.02,0.0,0.0,0.47,0.25,2.35,0.49,0.17
634,00/10-17-064-24W5/0,9/18/1977 00:00:00,3092.5,3086.1,49.83,6.42,3.91,0.73,0.89,0.52,0.05,0.0,0.16,0.8,0.56,33.59,1.86,0.68
635,00/10-17-064-24W5/0,9/13/1977 00:00:00,3634.13,3624.38,64.95,8.68,3.12,0.06,0.03,0.05,0.08,0.0,3.3,0.43,0.15,18.49,0.57,0.09
636,00/07-02-062-17W5/0,3/18/1978 00:00:00,2550.9,2528.6,73.55,1.77,0.75,0.08,0.08,0.17,,0.35,15.79,0.13,0.09,6.86,0.27,0.11
637,00/07-02-062-17W5/0,3/16/1978 00:00:00,1875.74,1859.28,82.5,6.55,2.96,0.18,0.32,0.03,0.02,0.0,0.02,0.28,0.12,6.31,0.56,0.15
638,00/07-02-062-17W5/0,3/19/1978 00:00:00,1623.97,1595.32,88.26,3.3,1.48,0.04,0.03,0.02,0.37,0.0,0.03,0.18,0.06,5.86,0.32,0.05
639,00/16-27-063-09W5/0,2/18/1974 00:00:00,1430.43,1406.65,86.95,4.74,1.82,0.18,0.15,2.2,0.0,0.0,0.01,0.31,0.19,2.58,0.64,0.23
640,00/16-27-063-09W5/0,3/11/1974 00:00:00,1183.23,1168.6,92.13,2.42,0.95,0.03,0.03,0.0,0.0,0.0,0.02,0.13,0.07,3.95,0.23,0.04
641,00/16-27-063-09W5/0,3/11/1974 00:00:00,1440.18,1409.7,86.84,6.62,2.77,0.26,0.2,0.0,0.0,0.0,0.03,0.51,0.28,1.15,1.04,0.3
642,00/16-27-063-09W5/0,2/18/1974 00:00:00,1430.43,1406.65,85.12,5.66,2.36,0.11,0.04,1.68,0.12,0.0,0.01,0.42,0.2,3.3,0.77,0.21
643,00/16-27-063-09W5/0,2/12/1974 00:00:00,1383.79,1367.03,93.09,1.96,0.43,0.0,0.0,0.05,4.23,0.0,0.05,0.11,0.02,0.0,0.06,0.0
644,00/07-14-062-18W5/0,11/9/1976 00:00:00,1911.1,1892.81,89.5,5.8,1.52,0.05,0.05,1.76,0.0,0.0,0.01,0.25,0.1,0.58,0.3,0.08
645,00/07-14-062-18W5/0,3/16/1977 00:00:00,3097.1,3094.3,63.3,11.17,4.95,0.45,0.46,3.0,0.05,11.3,0.08,0.62,0.3,2.54,1.45,0.33
646,00/07-14-062-18W5/0,3/17/1977 00:00:00,3097.1,3094.3,63.39,11.54,5.41,0.4,0.4,3.04,0.07,11.2,0.08,0.73,0.41,1.09,1.78,0.46
647,00/07-14-062-18W5/0,3/15/1977 00:00:00,3097.1,3094.3,61.37,11.59,5.73,0.67,0.61,2.97,0.11,11.6,0.08,0.82,0.49,1.35,2.04,0.57
648,00/07-14-062-18W5/0,12/3/1976 00:00:00,3099.5,3092.1,54.48,13.34,7.77,0.42,0.36,3.1,0.34,5.83,0.04,1.16,0.66,8.92,2.86,0.72
649,00/07-14-062-18W5/0,12/8/1976 00:00:00,3099.51,3092.2,54.48,13.34,7.77,0.42,0.36,3.1,0.34,5.83,0.04,1.16,0.66,8.92,2.86,0.72
650,00/07-14-062-18W5/0,12/3/1976 00:00:00,3099.5,3092.1,61.8,15.71,4.97,0.16,0.15,4.0,1.04,10.21,0.03,0.44,0.09,0.56,0.77,0.07
651,00/07-14-062-18W5/0,12/8/1976 00:00:00,3096.46,3092.2,61.8,15.71,4.97,0.16,0.15,4.0,1.04,10.21,0.03,0.44,0.09,0.56,0.77,0.07
652,00/06-33-062-17W5/0,1/25/1977 00:00:00,1856.23,1838.86,87.02,5.21,1.49,0.0,0.0,0.86,0.03,0.0,0.01,0.21,0.08,4.74,0.29,0.06
653,00/06-33-062-17W5/0,1/21/1977 00:00:00,1830.32,1810.51,89.83,4.96,2.39,0.0,0.0,0.18,0.04,0.0,0.02,0.33,0.11,1.45,0.6,0.09
654,00/06-33-062-17W5/0,2/6/1989 00:00:00,1946.0,1939.0,85.68,6.6,2.71,0.12,0.13,0.52,0.35,0.0,0.0,0.19,0.11,2.82,0.6,0.17
655,00/02-19-061-19W5/0,3/13/1958 00:00:00,2904.1,2891.6,75.71,13.67,4.42,0.4,,0.3,,,,0.95,0.42,2.3,1.53,0.3
656,00/02-19-061-19W5/0,2/12/2000 00:00:00,2049.0,2047.5,80.44,8.47,6.06,0.16,0.07,1.29,,,0.01,0.87,0.35,0.34,1.58,0.36
657,00/02-19-061-19W5/0,9/18/1999 00:00:00,2919.1,2896.8,79.42,13.6,4.71,0.03,0.04,,,,0.05,0.61,0.12,0.57,0.77,0.08
658,00/02-19-061-19W5/0,3/7/1958 00:00:00,2904.13,2891.64,75.71,13.67,4.42,0.0,0.0,0.3,0.0,0.0,0.0,0.95,1.12,2.3,1.53,0.0
659,00/02-19-061-19W5/0,9/19/1999 00:00:00,2919.1,2896.8,77.73,11.38,5.02,0.08,0.08,0.46,0.01,,0.06,1.35,0.58,0.78,2.13,0.34
660,00/02-19-061-19W5/0,10/9/1999 00:00:00,2912.0,2908.5,45.76,9.24,37.04,0.44,0.41,0.57,0.11,,0.05,0.89,0.52,3.07,1.39,0.51
661,00/06-33-061-17W5/0,9/11/1973 00:00:00,1680.06,1648.66,84.89,9.03,2.85,0.14,0.12,0.09,0.0,0.0,0.01,0.53,0.2,1.51,0.52,0.11
662,00/06-26-059-18W5/0,3/4/1970 00:00:00,3227.2,3198.0,58.27,7.63,3.38,1.38,4.64,3.46,,15.88,,0.97,0.77,0.96,1.85,0.81
663,00/06-26-059-18W5/0,9/5/1984 00:00:00,3227.2,3197.9,85.21,7.56,1.07,0.1,0.21,0.49,,2.58,,0.16,0.09,2.16,0.28,0.09
664,00/06-26-059-18W5/0,3/4/1970 00:00:00,3227.2,3198.0,65.01,7.88,3.06,0.33,0.37,3.75,0.04,15.63,0.1,0.75,0.42,0.93,1.3,0.43
665,00/06-26-059-18W5/0,3/4/1970 00:00:00,3227.2,3198.0,35.66,10.8,7.2,1.65,1.77,3.28,0.08,28.45,0.02,2.37,1.73,0.53,4.59,1.87
666,00/11-33-060-20W5/0,3/25/1978 00:00:00,2196.7,2184.0,88.51,6.21,1.49,0.21,0.33,2.05,,,,0.26,0.13,0.44,0.29,0.08
667,00/11-33-060-20W5/0,3/6/1977 00:00:00,1467.92,1458.47,71.46,9.65,10.11,0.2,0.42,0.01,0.06,0.0,0.02,1.39,0.73,2.35,2.99,0.61
668,00/11-33-060-20W5/0,3/15/1977 00:00:00,2200.66,2183.89,89.65,6.02,1.46,0.27,0.0,1.68,0.07,0.0,0.01,0.25,0.1,0.15,0.28,0.06
669,00/11-33-060-20W5/0,4/5/1977 00:00:00,3392.4,3372.6,67.1,4.77,1.78,0.29,,5.7,1.9,15.37,0.13,0.61,0.25,1.21,0.69,0.2
670,00/11-05-053-15W5/0,12/11/1976 00:00:00,3416.8,3401.6,37.86,0.3,0.03,,,22.67,,37.09,,,,2.05,,
671,02/10-11-062-18W5/0,3/26/1977 00:00:00,3113.84,3105.91,73.25,13.47,6.29,0.11,0.01,0.0,0.05,0.0,0.06,0.88,0.33,3.45,1.82,0.28
672,00/10-08-059-19W5/0,10/14/1977 00:00:00,2359.15,2336.9,61.58,13.09,8.04,2.46,3.63,0.48,0.0,0.0,0.0,1.78,1.54,0.46,4.6,2.34
673,00/10-08-059-19W5/0,9/17/1977 00:00:00,2034.24,2008.63,75.35,9.81,3.95,0.19,0.38,0.17,0.0,0.0,0.0,0.74,0.32,8.03,0.87,0.19
674,00/11-09-062-16W5/0,1/19/1977 00:00:00,2982.5,2979.1,78.17,7.82,2.69,0.24,0.34,3.04,,4.99,,0.67,0.39,0.09,1.17,0.39
675,00/11-09-062-16W5/0,1/29/1977 00:00:00,2981.9,2979.1,78.14,7.07,2.54,0.34,0.29,2.66,0.01,4.27,0.13,0.63,0.38,2.02,1.13,0.39
676,00/10-20-062-16W5/0,1/30/1976 00:00:00,1575.82,1570.33,85.59,5.82,3.59,0.14,0.12,0.08,0.09,0.0,0.01,0.59,0.3,2.47,0.97,0.23
677,00/14-20-041-27W4/0,3/23/1955 00:00:00,985.42,974.14,93.11,1.77,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.32,3.46,0.25,0.0
678,00/10-17-062-16W5/0,7/13/1976 00:00:00,1840.0,1835.0,84.64,7.06,3.59,0.26,0.18,0.85,,,0.01,0.62,0.37,0.84,1.19,0.39
679,00/10-17-062-16W5/0,3/28/1978 00:00:00,3001.67,2965.7,79.43,10.69,3.2,0.28,0.11,2.51,0.0,0.0,0.0,0.47,0.24,1.69,1.03,0.35
680,00/10-17-062-16W5/0,8/16/1976 00:00:00,3003.19,2995.57,69.74,12.71,4.29,0.55,0.54,2.02,0.0,0.0,0.05,0.86,0.54,6.31,1.77,0.62
681,00/10-17-062-16W5/0,8/17/1976 00:00:00,3003.19,2995.57,47.88,14.94,10.06,1.86,1.62,1.58,0.01,0.0,0.01,2.61,1.92,8.77,6.24,2.5
682,00/10-17-062-16W5/0,8/28/1976 00:00:00,1978.15,1969.01,87.84,5.96,2.57,0.24,0.25,0.01,0.06,0.0,0.04,0.32,0.27,1.04,0.97,0.43
683,00/10-17-062-16W5/0,9/1/1976 00:00:00,3005.33,2996.18,65.13,11.68,7.35,1.41,1.13,0.68,0.08,0.0,0.24,2.0,1.67,1.54,4.93,2.16
684,00/10-17-062-16W5/0,8/8/1976 00:00:00,1978.15,1969.01,38.95,3.62,0.77,0.31,0.65,1.05,0.15,0.0,0.0,0.05,0.15,53.85,0.25,0.19
685,00/03-25-061-17W5/0,3/23/1983 00:00:00,1904.7,1901.6,86.6,7.06,2.98,0.12,0.16,1.09,,,,0.36,0.15,0.67,0.65,0.16
686,00/03-25-061-17W5/0,12/16/1980 00:00:00,1904.7,1901.6,86.54,7.08,3.02,0.16,0.3,0.94,0.0,0.0,0.02,0.38,0.17,0.53,0.68,0.18
687,00/03-25-061-17W5/0,11/29/1977 00:00:00,1924.51,1898.9,85.39,7.31,3.25,0.12,0.2,1.05,0.0,0.0,0.02,0.41,0.19,1.12,0.73,0.21
688,00/03-25-061-17W5/0,5/7/2004 00:00:00,1921.5,1901.6,84.66,7.36,3.32,0.29,0.22,1.65,0.01,0.02,0.02,0.41,0.24,0.55,0.92,0.33
689,00/03-25-061-17W5/0,12/5/1977 00:00:00,1911.1,1906.22,90.69,3.34,0.79,0.09,0.04,0.09,0.04,0.0,0.0,0.17,0.21,3.73,0.54,0.27
690,00/03-25-061-17W5/0,11/21/1977 00:00:00,3067.8,3047.3,73.64,1.12,0.67,0.1,,7.06,0.14,13.13,0.13,0.25,0.13,3.02,0.47,0.14
691,00/11-31-058-13W5/0,2/26/1973 00:00:00,1961.39,1938.53,83.97,5.67,3.07,0.29,0.22,3.34,0.0,0.0,0.0,0.44,0.29,1.21,1.09,0.41
692,00/06-35-060-18W5/0,8/23/1980 00:00:00,1916.0,1892.0,87.98,6.61,2.25,0.12,0.82,0.38,,,,0.43,0.16,0.74,0.43,0.08
693,00/06-35-060-18W5/0,8/23/1980 00:00:00,1823.9,1814.8,87.92,6.61,2.25,0.13,0.86,0.38,,,0.03,0.43,0.16,0.71,0.43,0.09
694,00/06-35-060-18W5/0,10/12/1982 00:00:00,1916.0,1892.0,88.03,6.85,2.29,0.08,0.04,1.36,0.0,0.0,0.02,0.28,0.13,0.3,0.49,0.13
695,00/06-35-060-18W5/0,8/24/1982 00:00:00,1823.9,1814.8,88.67,6.69,2.25,0.07,0.13,0.46,0.0,0.0,0.02,0.42,0.15,0.66,0.39,0.09
696,00/06-35-060-18W5/0,6/24/2004 00:00:00,2073.5,2069.5,77.7,5.93,2.87,0.23,0.43,1.15,0.0,0.0,0.02,0.34,0.19,10.17,0.75,0.22
697,00/06-35-060-18W5/0,10/27/1976 00:00:00,1823.92,1814.78,88.45,6.75,2.36,0.17,0.14,0.33,0.01,0.0,0.0,0.46,0.18,0.62,0.42,0.11
698,00/06-35-060-18W5/0,10/16/1976 00:00:00,2783.4,2749.3,66.79,6.05,3.57,0.02,,2.65,0.04,17.68,0.02,0.6,0.19,1.23,1.02,0.14
699,00/06-35-060-18W5/0,8/1/1976 00:00:00,2084.83,2069.59,88.4,6.3,3.2,0.08,0.07,0.13,0.07,0.0,0.0,0.33,0.16,0.41,0.69,0.16
700,00/10-06-061-17W5/0,11/14/1976 00:00:00,3191.5,3176.0,61.81,2.84,0.21,,,6.58,8.04,16.8,1.05,0.02,0.01,2.58,0.05,0.01
701,00/10-02-059-18W5/0,2/22/1969 00:00:00,3272.9,3240.0,31.07,11.51,7.96,0.64,0.34,3.14,,34.92,,2.57,1.47,0.3,4.71,1.37
702,00/10-02-059-18W5/0,6/21/1984 00:00:00,3272.9,3240.0,65.89,7.09,2.37,0.5,2.19,2.46,,15.12,,0.61,0.45,1.7,1.12,0.5
703,00/10-02-059-18W5/0,8/17/1988 00:00:00,3272.9,3240.0,78.54,5.1,1.65,0.3,1.49,1.53,,8.15,,0.35,0.25,1.73,0.64,0.27
704,00/10-02-059-18W5/0,8/15/1988 00:00:00,3272.9,3240.0,78.67,5.1,1.64,0.29,1.38,1.54,,8.14,,0.35,0.24,1.74,0.64,0.27
705,00/10-02-059-18W5/0,8/16/1988 00:00:00,3272.9,3240.0,78.7,5.1,1.64,0.29,1.36,1.54,,8.14,,0.35,0.24,1.74,0.63,0.27
706,00/10-02-059-18W5/0,9/30/1968 00:00:00,3272.9,3240.0,60.08,7.7,3.12,1.16,1.0,3.48,,18.59,0.11,0.86,0.63,1.0,1.58,0.69
707,00/10-02-059-18W5/0,8/9/1968 00:00:00,3354.3,3345.2,60.67,7.7,2.56,0.52,0.52,3.4,,20.23,0.11,0.78,0.52,1.12,1.39,0.48
708,00/10-02-059-18W5/0,2/22/1969 00:00:00,3272.9,3240.0,64.95,7.74,2.92,0.15,,3.46,,17.15,0.12,0.67,0.36,1.09,1.16,0.23
709,00/10-02-059-18W5/0,8/7/1968 00:00:00,3336.0,3326.9,73.51,6.74,1.59,0.09,0.07,3.49,,11.58,0.19,0.32,0.16,1.5,0.6,0.16
710,00/10-02-059-18W5/0,12/16/2005 00:00:00,3272.9,3240.0,69.86,5.86,2.45,0.46,0.73,2.09,0.01,15.21,0.08,0.42,0.34,1.33,0.78,0.38
711,00/10-02-059-18W5/0,3/25/1969 00:00:00,3385.7,3272.94,57.26,6.39,2.1,0.22,0.25,2.21,0.01,9.34,0.09,0.57,0.26,20.22,0.84,0.24
712,00/10-02-059-18W5/0,7/15/2010 00:00:00,3272.9,3240.0,65.64,6.55,2.55,0.5,0.5,2.77,0.01,17.3,0.1,0.72,0.49,1.09,1.26,0.52
713,00/10-02-059-18W5/0,12/16/2005 00:00:00,3272.9,3240.0,87.61,7.39,2.3,0.2,0.31,0.45,0.02,0.0,0.02,0.4,0.18,0.6,0.39,0.13
714,00/10-02-059-18W5/0,11/16/2011 00:00:00,3272.9,3240.0,63.6,7.21,2.99,0.36,0.29,3.17,0.02,18.55,0.1,0.72,0.4,1.06,1.14,0.39
715,00/10-02-059-18W5/0,12/19/2008 00:00:00,3272.9,3240.0,78.88,5.89,1.29,0.19,0.16,1.32,0.04,9.96,0.06,0.31,0.18,1.01,0.52,0.19
716,00/10-02-059-18W5/0,8/4/1968 00:00:00,3314.7,3311.7,71.68,6.66,1.95,0.06,0.08,3.48,0.09,13.15,0.16,0.37,0.18,1.37,0.6,0.17
717,00/10-02-059-18W5/0,6/2/2009 00:00:00,3272.9,3240.0,61.52,6.66,3.4,0.46,0.43,2.64,0.14,20.82,0.1,0.67,0.45,1.06,1.18,0.47
718,00/10-02-059-18W5/0,4/20/2012 00:00:00,3272.9,3240.0,61.71,6.58,2.37,0.23,0.11,2.82,0.17,22.65,0.09,0.56,0.36,0.96,1.04,0.35
719,00/10-02-059-18W5/0,12/16/2005 00:00:00,3272.9,3240.0,72.63,5.99,1.82,0.28,0.37,1.9,0.25,13.61,0.07,0.43,0.28,1.31,0.77,0.29
720,00/10-02-059-18W5/0,5/11/2012 00:00:00,3272.9,3240.0,80.38,6.48,1.89,0.2,0.09,0.21,7.53,0.09,0.13,0.54,0.31,1.0,0.84,0.31
721,00/16-16-037-25W4/0,2/5/1960 00:00:00,2078.4,2066.2,69.98,3.61,2.53,,,1.99,,8.76,,0.33,,10.54,1.06,1.2
722,00/16-16-037-25W4/0,2/2/1960 00:00:00,2078.43,2066.24,69.98,3.61,2.53,0.0,0.0,1.99,0.0,8.76,0.0,0.33,1.2,10.54,1.06,0.0
723,00/09-22-063-15W5/0,3/28/1980 00:00:00,1839.7,1837.3,87.3,4.62,1.94,0.15,0.18,2.94,0.01,1.01,0.03,0.26,0.19,0.45,0.66,0.26
724,00/06-08-052-17W5/0,8/17/1984 00:00:00,2816.9,2809.6,87.72,2.59,0.61,0.1,0.14,4.91,,3.29,0.01,0.16,0.09,0.12,0.18,0.08
725,00/06-08-052-17W5/0,2/23/1978 00:00:00,2823.4,2816.0,88.48,2.49,0.57,0.08,0.12,5.04,,2.54,0.01,0.15,0.08,0.2,0.17,0.07
726,00/06-08-052-17W5/0,4/27/1979 00:00:00,2823.5,2815.9,88.79,2.46,0.57,0.12,0.18,5.01,0.01,2.16,0.01,0.15,0.09,0.19,0.18,0.08
727,00/06-08-052-17W5/0,5/30/1978 00:00:00,2435.35,2423.16,89.05,7.11,2.01,0.05,0.18,0.02,0.02,0.0,0.02,0.22,0.09,0.84,0.33,0.06
728,00/06-08-052-17W5/0,8/25/2011 00:00:00,2816.9,2809.6,88.53,3.0,0.73,0.07,0.09,4.27,0.03,2.5,0.01,0.17,0.09,0.24,0.2,0.07
729,00/06-08-052-17W5/0,7/3/2008 00:00:00,2817.0,2809.6,87.69,2.8,0.77,0.08,0.1,4.76,0.04,2.88,0.03,0.14,0.08,0.41,0.16,0.06
730,00/10-12-054-18W5/0,10/6/1969 00:00:00,2670.05,2663.95,95.32,2.88,0.61,0.07,0.02,0.0,0.0,0.0,0.0,0.19,0.07,0.5,0.29,0.05
731,00/10-12-054-18W5/0,9/19/1969 00:00:00,1911.1,1867.2,80.36,9.51,6.18,0.24,0.05,0.22,0.0,0.0,0.0,0.59,0.37,0.62,1.49,0.37
732,00/10-12-054-18W5/0,10/15/1969 00:00:00,2670.05,2663.95,88.58,2.09,0.72,0.06,0.03,2.81,0.0,0.0,0.01,0.22,0.12,4.93,0.34,0.09
733,00/04-19-039-05W5/0,11/10/2000 00:00:00,2359.2,2354.3,77.61,10.78,6.53,0.33,0.2,0.64,,,0.01,0.82,0.43,0.54,1.72,0.39
734,00/04-19-039-05W5/0,5/3/1979 00:00:00,2359.1,2354.2,77.48,10.65,5.68,0.76,0.25,1.52,,,0.02,0.93,0.33,0.73,1.34,0.31
735,00/04-19-039-05W5/0,3/18/2005 00:00:00,2359.2,2354.3,67.85,14.01,9.85,0.35,0.21,1.89,0.0,0.0,0.01,1.81,0.61,0.33,2.54,0.54
736,00/04-19-039-05W5/0,3/31/2004 00:00:00,2249.4,2164.1,67.68,14.01,9.81,0.41,0.24,1.88,0.01,,0.01,1.79,0.65,0.37,2.55,0.59
737,00/04-19-039-05W5/0,3/5/2003 00:00:00,2359.2,2354.3,68.06,14.35,10.12,0.16,0.15,1.75,0.01,,0.01,1.77,0.44,0.45,2.39,0.34
